0,5
0.25,5.24740395925452
0.5,5.4794255386042
0.75,5.68163876002333
1,5.8414709848079
1.25,5.94898461935559
1.5,5.99749498660405
1.75,5.98398594687394
2,5.90929742682568
2.25,5.77807319688792
2.5,5.59847214410396
2.75,5.38166099205233
3,5.14112000805987
3.25,4.89180486546989
3.5,4.64921677231038
3.75,4.42843868125766
4,4.24319750469207
4.25,4.10501064177142
4.5,4.0224698823349
4.75,4.00070721102462
5,4.04107572533686
5.25,4.14106550657341
5.5,4.29445967442961
5.75,4.49172092250074
6,4.72058450180107
6.25,4.96682078345244
6.5,5.21511998808782
6.75,5.45004407378062
7,5.65698659871879
7.25,5.82308087901151
7.5,5.93799997677474
7.75,5.99459877911118
8,5.98935824662338
8.25,5.92260421023934
8.5,5.79848711262349
8.75,5.62472395375419
9,5.41211848524176
9.25,5.17388948538043
9.5,4.92484887953819
9.75,4.68048080637773
10,4.45597888911063
10.25,4.2653015695952
10.5,4.12030424002833
10.75,4.03000213207932
11,4.0000097934493
11.25,4.03219200248874
11.5,4.12454782531157
11.75,4.27133502417283
12,4.46342708199956
12.25,4.68888064501887
12.5,4.9336781026488
12.75,5.18259913463113
13,5.42016703682664
13.25,5.63161098771824
13.5,5.80378442655162
13.75,5.92598244280863
14,5.99060735569487
14.25,5.99364110113276
14.5,5.93489505552468
14.75,5.81802176345469
15,5.65028784015712
15.25,5.44212216857654
15.5,5.2064674819378
15.75,4.95797564728116
16,4.71209668333493
16.25,4.48411815318189
16.5,4.28821465763088
16.75,4.13656652719209
17,4.03860250812044
17.25,4.00041352864078
17.5,4.02437399453184
17.75,4.10899416007515
18,4.24901275322832
18.25,4.43572409603814
18.5,4.65751938153039
18.75,4.90060845310115
19,5.14987720966295
19.25,5.38982732724638
19.5,5.6055398697196
19.75,5.78360287597835
20,5.91294525072763
20.25,5.98552511156512
20.5,5.9968297942788
20.75,5.94615642845087
21,5.83665563853606
21.25,5.6751356532928
21.5,5.4716390030942
21.75,5.23881812402958
22,4.9911486907096
22.25,4.74402958893067
22.5,4.51282548753949
22.75,4.3119115377417
23,4.15377959582483
23.25,4.04826154003765
23.5,4.0019179720206
23.75,4.01763031037158
24,4.09442163799338
24.25,4.22751744206723
